question,answer,instruction
"What is the movie Run, Tiger Run! about?","The film titled 'Run, Tiger Run!' was released on February 01, 2022. It falls under the genres of Animation, Adventure, Comedy, Action, Family. The film was directed by Stanley Tsang, Joey Zou and stars Nianci Shen, Dawei Liang, Liang Zou, Jianru Zhang, Lu Qi, Qimin Cao, Shi Chen, Sheng Dian, Sheng Dian, Xiaoyu Gao. The lead actor is Nianci Shen. Plot summary: The film follows a young boy who sets out on a mission to try and track down his long lost parents.. It has received a rating of 7.222.",Answer the following question:
"What is the plot of Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The plot of 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' is about Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?.",Answer the following question:
"Who are in the cast of Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The cast of 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' includes Annouck Hautbois, Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Fanny Bloc, Antoine Tome, Alexandre N'Guyen, Martial Le Minoux, Jessie Lambotte, Celine Melloul.",Answer the following question:
"Who directed Miraculous World: Paris, Tales of Shadybug and Claw Noir?","'Miraculous World: Paris, Tales of Shadybug and Claw Noir' was directed by Thomas Astruc.",Answer the following question:
"What are the genres of Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The genres of 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' are Animation, Adventure, Action, Fantasy, Family.",Answer the following question:
"Who is the lead actor in Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The lead actor in 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' is Annouck Hautbois.",Answer the following question:
"When was Miraculous World: Paris, Tales of Shadybug and Claw Noir released?","'Miraculous World: Paris, Tales of Shadybug and Claw Noir' was released on October 21, 2023.",Answer the following question:
"Who are the supporting actors in Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The supporting actors in 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' are Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Fanny Bloc, Antoine Tome, Alexandre N'Guyen, Martial Le Minoux, Jessie Lambotte, Celine Melloul.",Answer the following question:
"What is the rating of Miraculous World: Paris, Tales of Shadybug and Claw Noir?","The rating of 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' is 7.339.",Answer the following question:
"What is the movie Miraculous World: Paris, Tales of Shadybug and Claw Noir about?","The film titled 'Miraculous World: Paris, Tales of Shadybug and Claw Noir' was released on October 21, 2023. It falls under the genres of Animation, Adventure, Action, Fantasy, Family. The film was directed by Thomas Astruc and stars Annouck Hautbois, Benjamin Bollen, Marie Nonnenmacher, Thierry Kazazian, Fanny Bloc, Antoine Tome, Alexandre N'Guyen, Martial Le Minoux, Jessie Lambotte, Celine Melloul. The lead actor is Annouck Hautbois. Plot summary: Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?. It has received a rating of 7.339.",Answer the following question:
What is the plot of PAW Patrol: The Mighty Movie?,"The plot of 'PAW Patrol: The Mighty Movie' is about A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups..",Answer the following question:
Who are in the cast of PAW Patrol: The Mighty Movie?,"The cast of 'PAW Patrol: The Mighty Movie' includes Mckenna Grace, Christian Convery, Taraji P. Henson, Kristen Bell, Lil Rel Howery, James Marsden, Finn Lee-Epp, Serena Williams, Alan Kim, Brice Gonzalez.",Answer the following question:
Who directed PAW Patrol: The Mighty Movie?,'PAW Patrol: The Mighty Movie' was directed by Cal Brunker.,Answer the following question:
What are the genres of PAW Patrol: The Mighty Movie?,"The genres of 'PAW Patrol: The Mighty Movie' are Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure.",Answer the following question:
Who is the lead actor in PAW Patrol: The Mighty Movie?,The lead actor in 'PAW Patrol: The Mighty Movie' is Mckenna Grace.,Answer the following question:
When was PAW Patrol: The Mighty Movie released?,"'PAW Patrol: The Mighty Movie' was released on September 21, 2023.",Answer the following question:
Who are the supporting actors in PAW Patrol: The Mighty Movie?,"The supporting actors in 'PAW Patrol: The Mighty Movie' are Christian Convery, Taraji P. Henson, Kristen Bell, Lil Rel Howery, James Marsden, Finn Lee-Epp, Serena Williams, Alan Kim, Brice Gonzalez.",Answer the following question:
What is the rating of PAW Patrol: The Mighty Movie?,The rating of 'PAW Patrol: The Mighty Movie' is 7.109.,Answer the following question:
What is the movie PAW Patrol: The Mighty Movie about?,"The film titled 'PAW Patrol: The Mighty Movie' was released on September 21, 2023. It falls under the genres of Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure. The film was directed by Cal Brunker and stars Mckenna Grace, Christian Convery, Taraji P. Henson, Kristen Bell, Lil Rel Howery, James Marsden, Finn Lee-Epp, Serena Williams, Alan Kim, Brice Gonzalez. The lead actor is Mckenna Grace. Plot summary: A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.. It has received a rating of 7.109.",Answer the following question:
What is the plot of My Fault?,"The plot of 'My Fault' is about Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning..",Answer the following question:
Who are in the cast of My Fault?,"The cast of 'My Fault' includes Nicole Wallace, Gabriel Guevara, Marta Hazas, Ivan Sanchez, Eva Ruiz, Victor Varona, Fran Berenguer, Adriana Ubani, Ivan Massague, Mariano Venancio.",Answer the following question:
Who directed My Fault?,'My Fault' was directed by Domingo Gonzalez.,Answer the following question:
What are the genres of My Fault?,"The genres of 'My Fault' are Drama, Romance.",Answer the following question:
Who is the lead actor in My Fault?,The lead actor in 'My Fault' is Nicole Wallace.,Answer the following question:
When was My Fault released?,"'My Fault' was released on June 08, 2023.",Answer the following question:
Who are the supporting actors in My Fault?,"The supporting actors in 'My Fault' are Gabriel Guevara, Marta Hazas, Ivan Sanchez, Eva Ruiz, Victor Varona, Fran Berenguer, Adriana Ubani, Ivan Massague, Mariano Venancio.",Answer the following question:
What is the rating of My Fault?,The rating of 'My Fault' is 7.974.,Answer the following question:
What is the movie My Fault about?,"The film titled 'My Fault' was released on June 08, 2023. It falls under the genres of Drama, Romance. The film was directed by Domingo Gonzalez and stars Nicole Wallace, Gabriel Guevara, Marta Hazas, Ivan Sanchez, Eva Ruiz, Victor Varona, Fran Berenguer, Adriana Ubani, Ivan Massague, Mariano Venancio. The lead actor is Nicole Wallace. Plot summary: Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.. It has received a rating of 7.974.",Answer the following question:
What is the plot of My Spy the Eternal City?,"The plot of 'My Spy the Eternal City' is about JJ, a veteran CIA agent, reunites with his protege Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican..",Answer the following question:
Who are in the cast of My Spy the Eternal City?,"The cast of 'My Spy the Eternal City' includes Dave Bautista, Chloe Coleman, Kristen Schaal, Ken Jeong, Anna Faris, Flula Borg, Taeho K, Billy Barratt, Craig Robinson, Tamer Burjaq.",Answer the following question:
Who directed My Spy the Eternal City?,'My Spy the Eternal City' was directed by Peter Segal.,Answer the following question:
What are the genres of My Spy the Eternal City?,"The genres of 'My Spy the Eternal City' are Action, Comedy.",Answer the following question:
Who is the lead actor in My Spy the Eternal City?,The lead actor in 'My Spy the Eternal City' is Dave Bautista.,Answer the following question:
When was My Spy the Eternal City released?,"'My Spy the Eternal City' was released on July 18, 2024.",Answer the following question:
Who are the supporting actors in My Spy the Eternal City?,"The supporting actors in 'My Spy the Eternal City' are Chloe Coleman, Kristen Schaal, Ken Jeong, Anna Faris, Flula Borg, Taeho K, Billy Barratt, Craig Robinson, Tamer Burjaq.",Answer the following question:
What is the rating of My Spy the Eternal City?,The rating of 'My Spy the Eternal City' is 7.0.,Answer the following question:
What is the movie My Spy the Eternal City about?,"The film titled 'My Spy the Eternal City' was released on July 18, 2024. It falls under the genres of Action, Comedy. The film was directed by Peter Segal and stars Dave Bautista, Chloe Coleman, Kristen Schaal, Ken Jeong, Anna Faris, Flula Borg, Taeho K, Billy Barratt, Craig Robinson, Tamer Burjaq. The lead actor is Dave Bautista. Plot summary: JJ, a veteran CIA agent, reunites with his protege Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.. It has received a rating of 7.0.",Answer the following question:
What is the plot of Dune: Part Two?,"The plot of 'Dune: Part Two' is about Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee..",Answer the following question:
Who are in the cast of Dune: Part Two?,"The cast of 'Dune: Part Two' includes Timothee Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Lea Seydoux.",Answer the following question:
Who directed Dune: Part Two?,'Dune: Part Two' was directed by Denis Villeneuve.,Answer the following question:
What are the genres of Dune: Part Two?,"The genres of 'Dune: Part Two' are Science Fiction, Adventure.",Answer the following question:
Who is the lead actor in Dune: Part Two?,The lead actor in 'Dune: Part Two' is Timothee Chalamet.,Answer the following question:
When was Dune: Part Two released?,"'Dune: Part Two' was released on February 27, 2024.",Answer the following question:
Who are the supporting actors in Dune: Part Two?,"The supporting actors in 'Dune: Part Two' are Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Lea Seydoux.",Answer the following question:
What is the rating of Dune: Part Two?,The rating of 'Dune: Part Two' is 8.167.,Answer the following question:
What is the movie Dune: Part Two about?,"The film titled 'Dune: Part Two' was released on February 27, 2024. It falls under the genres of Science Fiction, Adventure. The film was directed by Denis Villeneuve and stars Timothee Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin, Austin Butler, Florence Pugh, Dave Bautista, Christopher Walken, Lea Seydoux. The lead actor is Timothee Chalamet. Plot summary: Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.. It has received a rating of 8.167.",Answer the following question:
What is the plot of Kleks Academy?,"The plot of 'Kleks Academy' is about A seemingly ordinary girl finds her way into the eponymous Academy to explore the world of fairy tales, imagination and creativity. With the help of a crazy, talented teacher, she develops her unique abilities and also stumbles upon a clue that will help her unravel the biggest secret of the family....",Answer the following question:
Who are in the cast of Kleks Academy?,"The cast of 'Kleks Academy' includes Antonina Litwiniak, Tomasz Kot, Piotr Fronczewski, Sebastian Stankiewicz, Agnieszka Grochowska, Danuta Stenka, Daniel Walasek, Konrad Repinski, Igor Fernandez-Kowalczyk, Apolonia Galeska.",Answer the following question:
Who directed Kleks Academy?,'Kleks Academy' was directed by Maciej Kawulski.,Answer the following question:
What are the genres of Kleks Academy?,"The genres of 'Kleks Academy' are Fantasy, Adventure, Family.",Answer the following question:
Who is the lead actor in Kleks Academy?,The lead actor in 'Kleks Academy' is Antonina Litwiniak.,Answer the following question:
When was Kleks Academy released?,"'Kleks Academy' was released on January 05, 2024.",Answer the following question:
Who are the supporting actors in Kleks Academy?,"The supporting actors in 'Kleks Academy' are Tomasz Kot, Piotr Fronczewski, Sebastian Stankiewicz, Agnieszka Grochowska, Danuta Stenka, Daniel Walasek, Konrad Repinski, Igor Fernandez-Kowalczyk, Apolonia Galeska.",Answer the following question:
What is the rating of Kleks Academy?,The rating of 'Kleks Academy' is 6.373.,Answer the following question:
What is the movie Kleks Academy about?,"The film titled 'Kleks Academy' was released on January 05, 2024. It falls under the genres of Fantasy, Adventure, Family. The film was directed by Maciej Kawulski and stars Antonina Litwiniak, Tomasz Kot, Piotr Fronczewski, Sebastian Stankiewicz, Agnieszka Grochowska, Danuta Stenka, Daniel Walasek, Konrad Repinski, Igor Fernandez-Kowalczyk, Apolonia Galeska. The lead actor is Antonina Litwiniak. Plot summary: A seemingly ordinary girl finds her way into the eponymous Academy to explore the world of fairy tales, imagination and creativity. With the help of a crazy, talented teacher, she develops her unique abilities and also stumbles upon a clue that will help her unravel the biggest secret of the family.... It has received a rating of 6.373.",Answer the following question:
What is the plot of Godzilla Minus One?,"The plot of 'Godzilla Minus One' is about In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror..",Answer the following question:
Who are in the cast of Godzilla Minus One?,"The cast of 'Godzilla Minus One' includes Ryunosuke Kamiki, Minami Hamabe, Yuki Yamada, Munetaka Aoki, Hidetaka Yoshioka, Sakura Ando, Kuranosuke Sasaki, Saki Nakatani, Mio Tanaka, Yuya Endo.",Answer the following question:
Who directed Godzilla Minus One?,'Godzilla Minus One' was directed by Takashi Yamazaki.,Answer the following question:
What are the genres of Godzilla Minus One?,"The genres of 'Godzilla Minus One' are Science Fiction, Horror, Action.",Answer the following question:
Who is the lead actor in Godzilla Minus One?,The lead actor in 'Godzilla Minus One' is Ryunosuke Kamiki.,Answer the following question:
When was Godzilla Minus One released?,"'Godzilla Minus One' was released on November 03, 2023.",Answer the following question:
Who are the supporting actors in Godzilla Minus One?,"The supporting actors in 'Godzilla Minus One' are Minami Hamabe, Yuki Yamada, Munetaka Aoki, Hidetaka Yoshioka, Sakura Ando, Kuranosuke Sasaki, Saki Nakatani, Mio Tanaka, Yuya Endo.",Answer the following question:
What is the rating of Godzilla Minus One?,The rating of 'Godzilla Minus One' is 7.586.,Answer the following question:
What is the movie Godzilla Minus One about?,"The film titled 'Godzilla Minus One' was released on November 03, 2023. It falls under the genres of Science Fiction, Horror, Action. The film was directed by Takashi Yamazaki and stars Ryunosuke Kamiki, Minami Hamabe, Yuki Yamada, Munetaka Aoki, Hidetaka Yoshioka, Sakura Ando, Kuranosuke Sasaki, Saki Nakatani, Mio Tanaka, Yuya Endo. The lead actor is Ryunosuke Kamiki. Plot summary: In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.. It has received a rating of 7.586.",Answer the following question:
What is the plot of Vanished into the Night?,"The plot of 'Vanished into the Night' is about A father, immersed in a difficult divorce process, embarks on a dangerous mission when his children disappear from their isolated country house..",Answer the following question:
Who are in the cast of Vanished into the Night?,"The cast of 'Vanished into the Night' includes Riccardo Scamarcio, Annabelle Wallis, Massimiliano Gallo, Gaia Coletti, Lorenzo Ferrante, Giordano Agrusta, Arturo Alessandri, Martina Colaninno, Giandomenico Cupaiuolo, Carmine D'Ippolito.",Answer the following question:
Who directed Vanished into the Night?,'Vanished into the Night' was directed by Renato De Maria.,Answer the following question:
What are the genres of Vanished into the Night?,"The genres of 'Vanished into the Night' are Thriller, Mystery, Drama.",Answer the following question:
Who is the lead actor in Vanished into the Night?,The lead actor in 'Vanished into the Night' is Riccardo Scamarcio.,Answer the following question:
When was Vanished into the Night released?,"'Vanished into the Night' was released on July 10, 2024.",Answer the following question:
Who are the supporting actors in Vanished into the Night?,"The supporting actors in 'Vanished into the Night' are Annabelle Wallis, Massimiliano Gallo, Gaia Coletti, Lorenzo Ferrante, Giordano Agrusta, Arturo Alessandri, Martina Colaninno, Giandomenico Cupaiuolo, Carmine D'Ippolito.",Answer the following question:
What is the rating of Vanished into the Night?,The rating of 'Vanished into the Night' is 5.041.,Answer the following question:
What is the movie Vanished into the Night about?,"The film titled 'Vanished into the Night' was released on July 10, 2024. It falls under the genres of Thriller, Mystery, Drama. The film was directed by Renato De Maria and stars Riccardo Scamarcio, Annabelle Wallis, Massimiliano Gallo, Gaia Coletti, Lorenzo Ferrante, Giordano Agrusta, Arturo Alessandri, Martina Colaninno, Giandomenico Cupaiuolo, Carmine D'Ippolito. The lead actor is Riccardo Scamarcio. Plot summary: A father, immersed in a difficult divorce process, embarks on a dangerous mission when his children disappear from their isolated country house.. It has received a rating of 5.041.",Answer the following question:
What is the plot of Justice League: Crisis on Infinite Earths Part Two?,"The plot of 'Justice League: Crisis on Infinite Earths Part Two' is about An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?.",Answer the following question:
Who are in the cast of Justice League: Crisis on Infinite Earths Part Two?,"The cast of 'Justice League: Crisis on Infinite Earths Part Two' includes Jensen Ackles, Darren Criss, Meg Donnelly, Stana Katic, Jonathan Adams, Gideon Adlon, Geoffrey Arend, Troy Baker, Zach Callison, Darin De Paul.",Answer the following question:
Who directed Justice League: Crisis on Infinite Earths Part Two?,'Justice League: Crisis on Infinite Earths Part Two' was directed by Jeff Wamester.,Answer the following question:
What are the genres of Justice League: Crisis on Infinite Earths Part Two?,"The genres of 'Justice League: Crisis on Infinite Earths Part Two' are Animation, Science Fiction, Action.",Answer the following question:
Who is the lead actor in Justice League: Crisis on Infinite Earths Part Two?,The lead actor in 'Justice League: Crisis on Infinite Earths Part Two' is Jensen Ackles.,Answer the following question:
When was Justice League: Crisis on Infinite Earths Part Two released?,"'Justice League: Crisis on Infinite Earths Part Two' was released on April 23, 2024.",Answer the following question:
Who are the supporting actors in Justice League: Crisis on Infinite Earths Part Two?,"The supporting actors in 'Justice League: Crisis on Infinite Earths Part Two' are Darren Criss, Meg Donnelly, Stana Katic, Jonathan Adams, Gideon Adlon, Geoffrey Arend, Troy Baker, Zach Callison, Darin De Paul.",Answer the following question:
What is the rating of Justice League: Crisis on Infinite Earths Part Two?,The rating of 'Justice League: Crisis on Infinite Earths Part Two' is 6.956.,Answer the following question:
What is the movie Justice League: Crisis on Infinite Earths Part Two about?,"The film titled 'Justice League: Crisis on Infinite Earths Part Two' was released on April 23, 2024. It falls under the genres of Animation, Science Fiction, Action. The film was directed by Jeff Wamester and stars Jensen Ackles, Darren Criss, Meg Donnelly, Stana Katic, Jonathan Adams, Gideon Adlon, Geoffrey Arend, Troy Baker, Zach Callison, Darin De Paul. The lead actor is Jensen Ackles. Plot summary: An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?. It has received a rating of 6.956.",Answer the following question:
What is the plot of The First Omen?,"The plot of 'The First Omen' is about When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate..",Answer the following question:
Who are in the cast of The First Omen?,"The cast of 'The First Omen' includes Nell Tiger Free, Ralph Ineson, Sonia Braga, Bill Nighy, Maria Caballero, Nicole Sorace, Tawfeek Barhom, Charles Dance, Ishtar Currie Wilson, Andrea Arcangeli.",Answer the following question:
Who directed The First Omen?,'The First Omen' was directed by Arkasha Stevenson.,Answer the following question:
What are the genres of The First Omen?,The genres of 'The First Omen' are Horror.,Answer the following question:
Who is the lead actor in The First Omen?,The lead actor in 'The First Omen' is Nell Tiger Free.,Answer the following question:
When was The First Omen released?,"'The First Omen' was released on April 03, 2024.",Answer the following question:
Who are the supporting actors in The First Omen?,"The supporting actors in 'The First Omen' are Ralph Ineson, Sonia Braga, Bill Nighy, Maria Caballero, Nicole Sorace, Tawfeek Barhom, Charles Dance, Ishtar Currie Wilson, Andrea Arcangeli.",Answer the following question:
What is the rating of The First Omen?,The rating of 'The First Omen' is 6.9.,Answer the following question:
What is the movie The First Omen about?,"The film titled 'The First Omen' was released on April 03, 2024. It falls under the genres of Horror. The film was directed by Arkasha Stevenson and stars Nell Tiger Free, Ralph Ineson, Sonia Braga, Bill Nighy, Maria Caballero, Nicole Sorace, Tawfeek Barhom, Charles Dance, Ishtar Currie Wilson, Andrea Arcangeli. The lead actor is Nell Tiger Free. Plot summary: When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.. It has received a rating of 6.9.",Answer the following question:
What is the plot of Handling the Undead?,"The plot of 'Handling the Undead' is about On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?.",Answer the following question:
Who are in the cast of Handling the Undead?,"The cast of 'Handling the Undead' includes Renate Reinsve, Anders Danielsen Lie, Bahar Pars, Bjorn Sundquist, Denise Trankalis, Bente Borsum, Jan Hrynkiewicz, Olga Damani, Inesa Dauksta, Kian Hansen.",Answer the following question:
Who directed Handling the Undead?,'Handling the Undead' was directed by Thea Hvistendahl.,Answer the following question:
What are the genres of Handling the Undead?,"The genres of 'Handling the Undead' are Horror, Drama, Mystery.",Answer the following question:
Who is the lead actor in Handling the Undead?,The lead actor in 'Handling the Undead' is Renate Reinsve.,Answer the following question:
When was Handling the Undead released?,"'Handling the Undead' was released on February 09, 2024.",Answer the following question:
